x	y	z	Name	Id	Colour Id
535553.9990	4748314.1601	0.0000	metres	36	2
535553.9990	4748314.1526	0.0000	metres	36	2
535553.9990	4748314.1450	0.0000	metres	36	2
535553.9990	4748314.1375	0.0000	metres	36	2
535553.9990	4748314.1299	0.0000	metres	36	2
535553.9990	4748314.1224	0.0000	metres	36	2
535553.9990	4748314.1149	0.0000	metres	36	2
535553.9990	4748314.1073	0.0000	metres	36	2
535553.9990	4748314.0998	0.0000	metres	36	2
535553.9990	4748314.0922	0.0000	metres	36	2
535553.9990	4748314.0998	0.0000	metres	36	2
535553.9990	4748314.1149	0.0000	metres	36	2
535553.9915	4748314.1149	0.0000	metres	36	2
535553.9915	4748314.1224	0.0000	metres	36	2
535553.9915	4748314.1299	0.0000	metres	36	2
535553.9915	4748314.1375	0.0000	metres	36	2
535553.9915	4748314.1450	0.0000	metres	36	2
535553.9915	4748314.1526	0.0000	metres	36	2
535553.9915	4748314.1601	0.0000	metres	36	2
535553.9915	4748314.1676	0.0000	metres	36	2
535553.9990	4748314.1827	0.0000	metres	36	2
535554.0065	4748314.1903	0.0000	metres	36	2
535553.9990	4748314.2053	0.0000	metres	36	2
535553.9990	4748314.2204	0.0000	metres	36	2
535553.9990	4748314.2280	0.0000	metres	36	2
535553.9990	4748314.2355	0.0000	metres	36	2
535553.9915	4748314.2430	0.0000	metres	36	2
535553.9839	4748314.2430	0.0000	metres	36	2
535553.9764	4748314.2430	0.0000	metres	36	2
535553.9764	4748314.2506	0.0000	metres	36	2
535553.9764	4748314.2581	0.0000	metres	36	2
535553.9688	4748314.2657	0.0000	metres	36	2
535553.9688	4748314.2732	0.0000	metres	36	2
535553.9764	4748314.2732	0.0000	metres	36	2
535553.9688	4748314.2657	0.0000	metres	36	2
535553.9688	4748314.2581	0.0000	metres	36	2

535552.8530	4748314.2807	0.0000	metres	37	2
535552.8530	4748314.2883	0.0000	metres	37	2
535552.8530	4748314.2807	0.0000	metres	37	2
535552.8530	4748314.2732	0.0000	metres	37	2
535552.8530	4748314.2657	0.0000	metres	37	2
535552.8530	4748314.2581	0.0000	metres	37	2
535552.8530	4748314.2430	0.0000	metres	37	2
535552.8530	4748314.2355	0.0000	metres	37	2
535552.8530	4748314.2280	0.0000	metres	37	2
535552.8530	4748314.2204	0.0000	metres	37	2
535552.8530	4748314.2129	0.0000	metres	37	2
535552.8530	4748314.2053	0.0000	metres	37	2
535552.8530	4748314.1978	0.0000	metres	37	2
535552.8530	4748314.1903	0.0000	metres	37	2
535552.8530	4748314.1827	0.0000	metres	37	2
535552.8530	4748314.1752	0.0000	metres	37	2
535552.8229	4748314.1375	0.0000	metres	37	2
535552.8304	4748314.1375	0.0000	metres	37	2
535552.8304	4748314.1601	0.0000	metres	37	2
535552.8229	4748314.1676	0.0000	metres	37	2
535552.8530	4748314.2053	0.0000	metres	37	2
535552.8455	4748314.2053	0.0000	metres	37	2

535551.7598	4748314.2807	0.0000	metres	38	2
535551.7598	4748314.2732	0.0000	metres	38	2
535551.7598	4748314.2657	0.0000	metres	38	2
535551.7598	4748314.2581	0.0000	metres	38	2
535551.7598	4748314.2506	0.0000	metres	38	2
535551.7598	4748314.2430	0.0000	metres	38	2
535551.7598	4748314.2355	0.0000	metres	38	2
535551.7598	4748314.2204	0.0000	metres	38	2
535551.7598	4748314.2129	0.0000	metres	38	2
535551.7598	4748314.2053	0.0000	metres	38	2
535551.7598	4748314.1978	0.0000	metres	38	2
535551.7598	4748314.1903	0.0000	metres	38	2
535551.7598	4748314.1827	0.0000	metres	38	2
535551.7523	4748314.1903	0.0000	metres	38	2

535550.8626	4748314.2958	0.0000	metres	39	2
535550.8702	4748314.2958	0.0000	metres	39	2
535550.8702	4748314.2883	0.0000	metres	39	2
535550.8702	4748314.2732	0.0000	metres	39	2
535550.8702	4748314.2657	0.0000	metres	39	2
535550.8702	4748314.2581	0.0000	metres	39	2
535550.8702	4748314.2506	0.0000	metres	39	2
535550.8777	4748314.2355	0.0000	metres	39	2
535550.8777	4748314.2280	0.0000	metres	39	2
535550.8777	4748314.2204	0.0000	metres	39	2
535550.8777	4748314.2129	0.0000	metres	39	2
535550.8777	4748314.1978	0.0000	metres	39	2
535550.8777	4748314.1903	0.0000	metres	39	2
535550.8777	4748314.1827	0.0000	metres	39	2
535550.8777	4748314.1752	0.0000	metres	39	2
535550.8777	4748314.1827	0.0000	metres	39	2
535550.8702	4748314.1903	0.0000	metres	39	2

535549.8448	4748314.2883	0.0000	metres	40	2
535549.8524	4748314.2883	0.0000	metres	40	2
535549.8448	4748314.2883	0.0000	metres	40	2
535549.8373	4748314.2807	0.0000	metres	40	2
535549.8373	4748314.2732	0.0000	metres	40	2
535549.8373	4748314.2657	0.0000	metres	40	2
535549.8373	4748314.2581	0.0000	metres	40	2
535549.8297	4748314.2506	0.0000	metres	40	2
535549.8297	4748314.2430	0.0000	metres	40	2
535549.8297	4748314.2280	0.0000	metres	40	2
535549.8297	4748314.2204	0.0000	metres	40	2
535549.8297	4748314.2129	0.0000	metres	40	2
535549.8297	4748314.2053	0.0000	metres	40	2
535549.8297	4748314.1978	0.0000	metres	40	2
535549.8297	4748314.1903	0.0000	metres	40	2
535549.8373	4748314.1978	0.0000	metres	40	2
535549.8297	4748314.1978	0.0000	metres	40	2
535549.8147	4748314.1903	0.0000	metres	40	2

535548.8722	4748314.2807	0.0000	metres	41	2
535548.8722	4748314.2883	0.0000	metres	41	2
535548.8798	4748314.2807	0.0000	metres	41	2
535548.8722	4748314.2732	0.0000	metres	41	2
535548.8722	4748314.2657	0.0000	metres	41	2
535548.8722	4748314.2581	0.0000	metres	41	2
535548.8722	4748314.2430	0.0000	metres	41	2
535548.8722	4748314.2280	0.0000	metres	41	2
535548.8722	4748314.2204	0.0000	metres	41	2
535548.8722	4748314.2129	0.0000	metres	41	2
535548.8722	4748314.2053	0.0000	metres	41	2
535548.8722	4748314.1978	0.0000	metres	41	2
535548.8722	4748314.1903	0.0000	metres	41	2
535548.8722	4748314.1827	0.0000	metres	41	2
535548.8722	4748314.1752	0.0000	metres	41	2
535548.8722	4748314.1676	0.0000	metres	41	2
535548.8722	4748314.1752	0.0000	metres	41	2

535547.7338	4748314.2807	0.0000	metres	43	2
535547.7338	4748314.2732	0.0000	metres	43	2
535547.7338	4748314.2657	0.0000	metres	43	2
535547.7338	4748314.2581	0.0000	metres	43	2
535547.7338	4748314.2430	0.0000	metres	43	2
535547.7338	4748314.2204	0.0000	metres	43	2
535547.7338	4748314.2129	0.0000	metres	43	2
535547.7338	4748314.2053	0.0000	metres	43	2
535547.7338	4748314.1978	0.0000	metres	43	2
535547.7338	4748314.1903	0.0000	metres	43	2
535547.7338	4748314.1978	0.0000	metres	43	2

535556.6679	4748314.2807	0.0000	metres	44	2
535556.6679	4748314.2883	0.0000	metres	44	2
535556.6679	4748314.2807	0.0000	metres	44	2
535556.6679	4748314.2732	0.0000	metres	44	2
535556.6679	4748314.2657	0.0000	metres	44	2
535556.6755	4748314.2581	0.0000	metres	44	2
535556.6755	4748314.2506	0.0000	metres	44	2
535556.6755	4748314.2430	0.0000	metres	44	2
535556.6755	4748314.2280	0.0000	metres	44	2
535556.6755	4748314.2204	0.0000	metres	44	2
535556.6755	4748314.2129	0.0000	metres	44	2
535556.6755	4748314.2053	0.0000	metres	44	2
535556.6755	4748314.1978	0.0000	metres	44	2
535556.6755	4748314.2053	0.0000	metres	44	2

535557.8742	4748314.2807	0.0000	metres	45	2
535557.8742	4748314.2883	0.0000	metres	45	2
535557.8742	4748314.2807	0.0000	metres	45	2
535557.8742	4748314.2732	0.0000	metres	45	2
535557.8742	4748314.2657	0.0000	metres	45	2
535557.8742	4748314.2581	0.0000	metres	45	2
535557.8742	4748314.2506	0.0000	metres	45	2
535557.8742	4748314.2430	0.0000	metres	45	2
535557.8742	4748314.2280	0.0000	metres	45	2
535557.8742	4748314.2204	0.0000	metres	45	2
535557.8742	4748314.2129	0.0000	metres	45	2
535557.8742	4748314.2053	0.0000	metres	45	2
535557.8742	4748314.1978	0.0000	metres	45	2
535557.8818	4748314.1978	0.0000	metres	45	2
535557.8742	4748314.1903	0.0000	metres	45	2
535557.8742	4748314.1827	0.0000	metres	45	2
535557.8742	4748314.1752	0.0000	metres	45	2
535557.8742	4748314.1676	0.0000	metres	45	2
535557.8742	4748314.1752	0.0000	metres	45	2
535557.8742	4748314.1827	0.0000	metres	45	2
535557.8742	4748314.1903	0.0000	metres	45	2
535557.8742	4748314.1978	0.0000	metres	45	2
535557.8742	4748314.2053	0.0000	metres	45	2
535557.8667	4748314.2129	0.0000	metres	45	2
535557.8667	4748314.2204	0.0000	metres	45	2
535557.8667	4748314.2280	0.0000	metres	45	2

535555.3712	4748314.2506	0.0000	metres	48	2
535555.3787	4748314.2581	0.0000	metres	48	2
535555.3787	4748314.2657	0.0000	metres	48	2
535555.3787	4748314.2581	0.0000	metres	48	2
535555.3787	4748314.2506	0.0000	metres	48	2
535555.3862	4748314.2430	0.0000	metres	48	2
535555.3787	4748314.2355	0.0000	metres	48	2
535555.3862	4748314.2280	0.0000	metres	48	2
535555.3862	4748314.2204	0.0000	metres	48	2
535555.3862	4748314.2129	0.0000	metres	48	2
535555.3862	4748314.1978	0.0000	metres	48	2
535555.3862	4748314.1903	0.0000	metres	48	2
535555.3862	4748314.1978	0.0000	metres	48	2
535555.3862	4748314.2053	0.0000	metres	48	2
535555.3862	4748314.2129	0.0000	metres	48	2
535555.3862	4748314.2204	0.0000	metres	48	2
535555.3862	4748314.2280	0.0000	metres	48	2
535555.3787	4748314.2204	0.0000	metres	48	2

535558.9448	4748314.2581	0.0000	metres	49	2
535558.9524	4748314.2657	0.0000	metres	49	2
535558.9448	4748314.2581	0.0000	metres	49	2
535558.9448	4748314.2430	0.0000	metres	49	2
535558.9448	4748314.2355	0.0000	metres	49	2
535558.9448	4748314.2280	0.0000	metres	49	2
535558.9448	4748314.2204	0.0000	metres	49	2
535558.9448	4748314.2280	0.0000	metres	49	2
535558.9448	4748314.2355	0.0000	metres	49	2
535558.9448	4748314.2430	0.0000	metres	49	2
535558.9373	4748314.2506	0.0000	metres	49	2
535558.9448	4748314.2506	0.0000	metres	49	2
535558.9448	4748314.2430	0.0000	metres	49	2
535558.9448	4748314.2355	0.0000	metres	49	2
535558.9448	4748314.2280	0.0000	metres	49	2
535558.9373	4748314.2204	0.0000	metres	49	2
535558.9297	4748314.2204	0.0000	metres	49	2

535559.8571	4748314.2581	0.0000	metres	50	2
535559.8646	4748314.2430	0.0000	metres	50	2
535559.8646	4748314.2355	0.0000	metres	50	2
535559.8646	4748314.2280	0.0000	metres	50	2
535559.8646	4748314.2204	0.0000	metres	50	2
535559.8646	4748314.2129	0.0000	metres	50	2
535559.8646	4748314.1978	0.0000	metres	50	2
535559.8646	4748314.1903	0.0000	metres	50	2
535559.8646	4748314.1827	0.0000	metres	50	2
535559.8646	4748314.1903	0.0000	metres	50	2
535559.8646	4748314.1978	0.0000	metres	50	2
535559.8646	4748314.2053	0.0000	metres	50	2
535559.8571	4748314.2129	0.0000	metres	50	2
535559.8571	4748314.2204	0.0000	metres	50	2
535559.8646	4748314.2280	0.0000	metres	50	2
535559.8646	4748314.2355	0.0000	metres	50	2
535559.8571	4748314.2355	0.0000	metres	50	2
535559.8571	4748314.2430	0.0000	metres	50	2
535559.8571	4748314.2355	0.0000	metres	50	2
535559.8571	4748314.2280	0.0000	metres	50	2
535559.8571	4748314.2204	0.0000	metres	50	2
535559.8646	4748314.2129	0.0000	metres	50	2
535559.8646	4748314.2053	0.0000	metres	50	2
535559.8646	4748314.2129	0.0000	metres	50	2
535559.8646	4748314.2204	0.0000	metres	50	2
535559.8571	4748314.2280	0.0000	metres	50	2

535561.6138	4748314.1224	0.0000	22cm	60	1
535561.6458	4748314.4033	0.0000	22cm	60	1
535561.6892	4748314.5446	0.0000	22cm	60	1

535555.5144	4748315.2910	0.0000	57cm	62	160
535555.5267	4748314.9884	0.0000	57cm	62	160
535555.5346	4748314.7109	0.0000	57cm	62	160
535555.7201	4748314.4699	0.0000	57cm	62	160
535555.8752	4748314.2078	0.0000	57cm	62	160
535556.0203	4748313.9397	0.0000	57cm	62	160
535556.1771	4748313.6786	0.0000	57cm	62	160
535556.3108	4748313.4057	0.0000	57cm	62	160
535556.4346	4748313.1272	0.0000	57cm	62	160
535556.5347	4748312.8394	0.0000	57cm	62	160
535556.6276	4748312.5492	0.0000	57cm	62	160
535556.7492	4748312.2703	0.0000	57cm	62	160
535556.9156	4748312.0151	0.0000	57cm	62	160
535557.0820	4748311.7617	0.0000	57cm	62	160
535557.2019	4748311.4815	0.0000	57cm	62	160
535557.3188	4748311.2001	0.0000	57cm	62	160
535557.4253	4748310.9145	0.0000	57cm	62	160
535557.5446	4748310.6344	0.0000	57cm	62	160
535557.6431	4748310.3470	0.0000	57cm	62	160
535557.7177	4748310.0515	0.0000	57cm	62	160
535557.7084	4748310.0436	0.0000	57cm	62	160

535553.9236	4748316.0977	0.0000	774cm	63	160
535554.0457	4748315.8184	0.0000	774cm	63	160
535554.1814	4748315.5460	0.0000	774cm	63	160
535554.3444	4748315.2884	0.0000	774cm	63	160
535554.5037	4748315.0287	0.0000	774cm	63	160
535554.6435	4748314.7594	0.0000	774cm	63	160
535554.7523	4748314.4747	0.0000	774cm	63	160
535554.8286	4748314.1803	0.0000	774cm	63	160
535554.8738	4748313.8790	0.0000	774cm	63	160
535554.9133	4748313.5768	0.0000	774cm	63	160
535554.9716	4748313.3383	0.0000	774cm	63	160

535554.9716	4748313.3911	0.0000	774cm	64	160
535555.0428	4748313.0948	0.0000	774cm	64	160
535555.0899	4748312.7937	0.0000	774cm	64	160
535555.1356	4748312.4926	0.0000	774cm	64	160
535555.2135	4748312.1982	0.0000	774cm	64	160
535555.3140	4748311.9105	0.0000	774cm	64	160
535555.4062	4748311.6201	0.0000	774cm	64	160
535555.4782	4748311.3241	0.0000	774cm	64	160
535555.5460	4748311.0270	0.0000	774cm	64	160
535555.6049	4748310.8202	0.0000	774cm	64	160

535555.6200	4748310.7523	0.0000	774cm	65	160
535555.7043	4748310.4594	0.0000	774cm	65	160
535555.7946	4748310.1687	0.0000	774cm	65	160
535555.9143	4748309.8884	0.0000	774cm	65	160
535556.0193	4748309.6025	0.0000	774cm	65	160
535556.1092	4748309.3113	0.0000	774cm	65	160
535556.1987	4748309.0199	0.0000	774cm	65	160
535556.2724	4748308.7246	0.0000	774cm	65	160
535556.3215	4748308.4239	0.0000	774cm	65	160
535556.3512	4748308.1207	0.0000	774cm	65	160
535556.4058	4748307.8217	0.0000	774cm	65	160
535556.4698	4748307.5237	0.0000	774cm	65	160
535556.4116	4748307.6310	0.0000	774cm	65	160

535554.6926	4748313.7907	0.0000	777cm	66	1
535554.7454	4748314.0648	0.0000	777cm	66	1
535554.7982	4748314.3389	0.0000	777cm	66	1
535554.7831	4748314.3561	0.0000	777cm	66	1

535554.6022	4748313.7681	0.0000	788cm	67	1
535554.6474	4748314.0319	0.0000	788cm	67	1
535554.7152	4748314.2807	0.0000	788cm	67	1
535554.7529	4748314.5295	0.0000	788cm	67	1

535552.9737	4748314.5974	0.0000	882cm	68	1
535553.0566	4748314.3375	0.0000	882cm	68	1
535553.0490	4748314.1827	0.0000	882cm	68	1

535550.7722	4748313.7907	0.0000	1140cm	69	160
535550.6029	4748314.0441	0.0000	1140cm	69	160
535550.5118	4748314.2943	0.0000	1140cm	69	160
535550.6671	4748314.5566	0.0000	1140cm	69	160
535550.7571	4748314.7406	0.0000	1140cm	69	160

535549.5508	4748314.1375	0.0000	1225cm	70	160
535549.6695	4748314.4181	0.0000	1225cm	70	160
535549.8100	4748314.6882	0.0000	1225cm	70	160
535549.8976	4748314.9744	0.0000	1225cm	70	160

535548.8496	4748314.0169	0.0000	1285cm	71	160
535548.9640	4748314.2976	0.0000	1285cm	71	160
535549.1192	4748314.5584	0.0000	1285cm	71	160
535549.2571	4748314.8288	0.0000	1285cm	71	160
535549.3623	4748314.9894	0.0000	1285cm	71	160

535546.5426	4748317.8921	0.0000	1417cm	76	1
535546.7118	4748317.6551	0.0000	1417cm	76	1
535546.8480	4748317.4132	0.0000	1417cm	76	1
535546.9463	4748317.1566	0.0000	1417cm	76	1
535546.9572	4748317.0628	0.0000	1417cm	76	1

535546.9648	4748317.1005	0.0000	1417cm	77	160
535547.0237	4748316.8014	0.0000	1417cm	77	160
535547.0766	4748316.5024	0.0000	1417cm	77	160
535547.0651	4748316.1979	0.0000	1417cm	77	160
535547.0563	4748315.8942	0.0000	1417cm	77	160
535547.1467	4748315.6151	0.0000	1417cm	77	160
535547.3010	4748315.3571	0.0000	1417cm	77	160
535547.3756	4748315.0631	0.0000	1417cm	77	160
535547.4398	4748314.7655	0.0000	1417cm	77	160
535547.4956	4748314.4661	0.0000	1417cm	77	160
535547.4716	4748314.1651	0.0000	1417cm	77	160
535547.4688	4748313.8611	0.0000	1417cm	77	160
535547.5033	4748313.5585	0.0000	1417cm	77	160
535547.6325	4748313.2844	0.0000	1417cm	77	160
535547.8654	4748313.0936	0.0000	1417cm	77	160
535547.9772	4748312.8101	0.0000	1417cm	77	160
535548.0738	4748312.5211	0.0000	1417cm	77	160
535548.1682	4748312.2313	0.0000	1417cm	77	160
535548.2209	4748311.9348	0.0000	1417cm	77	160
535548.2314	4748311.6495	0.0000	1417cm	77	160

535548.2389	4748311.7023	0.0000	1417cm	78	160
535548.1909	4748311.4013	0.0000	1417cm	78	160
535548.1553	4748311.1039	0.0000	1417cm	78	160
535548.2542	4748310.8162	0.0000	1417cm	78	160
535548.3180	4748310.5182	0.0000	1417cm	78	160
535548.3822	4748310.2547	0.0000	1417cm	78	160

535546.5200	4748314.5974	0.0000	1497cm	79	160
535546.6302	4748314.3138	0.0000	1497cm	79	160
535546.6722	4748314.0133	0.0000	1497cm	79	160
535546.6707	4748313.9942	0.0000	1497cm	79	160

535546.4446	4748314.5672	0.0000	1529cm	80	160
535546.4549	4748314.2626	0.0000	1529cm	80	160
535546.4672	4748314.0169	0.0000	1529cm	80	160

535544.5597	4748313.9716	0.0000	1757cm	81	160
535544.4281	4748314.2401	0.0000	1757cm	81	160
535544.4850	4748314.5396	0.0000	1757cm	81	160
535544.4919	4748314.5748	0.0000	1757cm	81	160

535544.4391	4748314.1752	0.0000	1765cm	82	160
535544.2129	4748314.3486	0.0000	1765cm	82	160

535542.8634	4748315.5247	0.0000	1847cm	83	160
535542.9654	4748315.2375	0.0000	1847cm	83	160
535543.0611	4748314.9492	0.0000	1847cm	83	160
535543.1110	4748314.6485	0.0000	1847cm	83	160
535543.1760	4748314.3509	0.0000	1847cm	83	160
535543.2264	4748314.0532	0.0000	1847cm	83	160
535543.0097	4748313.9698	0.0000	1847cm	83	160
535542.9047	4748313.7384	0.0000	1847cm	83	160
535542.9152	4748313.4342	0.0000	1847cm	83	160
535542.8864	4748313.1310	0.0000	1847cm	83	160
535542.9174	4748312.8278	0.0000	1847cm	83	160
535542.9579	4748312.5257	0.0000	1847cm	83	160
535542.9926	4748312.2231	0.0000	1847cm	83	160
535542.9933	4748311.9187	0.0000	1847cm	83	160
535542.9636	4748311.6154	0.0000	1847cm	83	160
535542.9423	4748311.3113	0.0000	1847cm	83	160
535542.9173	4748311.0079	0.0000	1847cm	83	160
535542.8918	4748310.7058	0.0000	1847cm	83	160
535542.9029	4748310.4012	0.0000	1847cm	83	160
535542.8860	4748310.2698	0.0000	1847cm	83	160

535542.7804	4748314.2883	0.0000	1847cm	84	2
535542.7880	4748314.2430	0.0000	1847cm	84	2
535542.7880	4748314.2280	0.0000	1847cm	84	2
535542.7880	4748314.2204	0.0000	1847cm	84	2
535542.7880	4748314.2129	0.0000	1847cm	84	2
535542.7880	4748314.1978	0.0000	1847cm	84	2
535542.7880	4748314.1827	0.0000	1847cm	84	2
535542.7955	4748314.1752	0.0000	1847cm	84	2
535542.7955	4748314.1676	0.0000	1847cm	84	2
535542.7955	4748314.1601	0.0000	1847cm	84	2
535542.7955	4748314.1526	0.0000	1847cm	84	2
535542.7955	4748314.1601	0.0000	1847cm	84	2
535542.7880	4748314.1676	0.0000	1847cm	84	2

535542.3055	4748315.0799	0.0000	1910cm	85	160
535542.3767	4748314.7836	0.0000	1910cm	85	160
535542.4263	4748314.4829	0.0000	1910cm	85	160
535542.4713	4748314.1978	0.0000	1910cm	85	160

535542.2678	4748314.9291	0.0000	1966cm	86	160
535542.2516	4748314.6291	0.0000	1966cm	86	160
535542.0696	4748314.3883	0.0000	1966cm	86	160
535541.8359	4748314.1930	0.0000	1966cm	86	160
535541.7928	4748314.1526	0.0000	1966cm	86	160

535538.8901	4748313.9339	0.0000	2261cm	87	160
535538.8977	4748314.2386	0.0000	2261cm	87	160
535538.8954	4748314.5434	0.0000	2261cm	87	160
535538.8799	4748314.8478	0.0000	2261cm	87	160
535538.8585	4748315.1516	0.0000	2261cm	87	160
535538.8087	4748315.4522	0.0000	2261cm	87	160
535538.7092	4748315.6152	0.0000	2261cm	87	160

535538.9957	4748315.6529	0.0000	2261cm	88	1
535539.1615	4748315.6981	0.0000	2261cm	88	1

535539.3802	4748315.6604	0.0000	2261cm	89	1
535539.5611	4748315.6529	0.0000	2261cm	89	1

535539.7270	4748315.6378	0.0000	2261cm	90	1
535539.8778	4748315.6604	0.0000	2261cm	90	1

535538.7770	4748315.7886	0.0000	2261cm	91	160
535538.7918	4748316.0930	0.0000	2261cm	91	160
535538.7660	4748316.3866	0.0000	2261cm	91	160
535539.0627	4748316.4396	0.0000	2261cm	91	160
535539.3670	4748316.4234	0.0000	2261cm	91	160
535539.6716	4748316.4177	0.0000	2261cm	91	160
535539.8137	4748316.5644	0.0000	2261cm	91	160
535539.7148	4748316.8481	0.0000	2261cm	91	160
535539.5538	4748317.1062	0.0000	2261cm	91	160
535539.3848	4748317.3599	0.0000	2261cm	91	160
535539.2492	4748317.6320	0.0000	2261cm	91	160
535539.1540	4748317.8393	0.0000	2261cm	91	160

535537.8648	4748317.4473	0.0000	2320cm	92	160
535537.9130	4748317.1464	0.0000	2320cm	92	160
535537.9431	4748316.8431	0.0000	2320cm	92	160
535537.9801	4748316.5423	0.0000	2320cm	92	160
535538.0612	4748316.2517	0.0000	2320cm	92	160
535538.0846	4748315.9478	0.0000	2320cm	92	160
535538.1577	4748315.6583	0.0000	2320cm	92	160
535538.2409	4748315.3695	0.0000	2320cm	92	160
535538.2719	4748315.0665	0.0000	2320cm	92	160
535538.2846	4748314.7620	0.0000	2320cm	92	160
535538.2814	4748314.4573	0.0000	2320cm	92	160
535538.2677	4748314.1528	0.0000	2320cm	92	160
535538.0791	4748313.9472	0.0000	2320cm	92	160
535537.8031	4748313.8946	0.0000	2320cm	92	160
535537.7441	4748313.5993	0.0000	2320cm	92	160
535537.7441	4748313.2945	0.0000	2320cm	92	160
535537.7377	4748312.9899	0.0000	2320cm	92	160
535537.7188	4748312.6857	0.0000	2320cm	92	160
535537.6990	4748312.3816	0.0000	2320cm	92	160
535537.6836	4748312.0772	0.0000	2320cm	92	160
535537.6612	4748312.0340	0.0000	2320cm	92	160

535536.2287	4748317.4473	0.0000	2514cm	93	160
535536.2487	4748317.1434	0.0000	2514cm	93	160
535536.3041	4748316.8437	0.0000	2514cm	93	160
535536.3334	4748316.5409	0.0000	2514cm	93	160
535536.2698	4748316.2496	0.0000	2514cm	93	160
535536.2844	4748315.9574	0.0000	2514cm	93	160
535536.2829	4748315.6648	0.0000	2514cm	93	160
535536.0656	4748315.5527	0.0000	2514cm	93	160
535536.1579	4748315.2626	0.0000	2514cm	93	160
535536.2236	4748314.9650	0.0000	2514cm	93	160
535536.2524	4748314.6638	0.0000	2514cm	93	160
535536.2403	4748314.3593	0.0000	2514cm	93	160
535536.2860	4748314.0632	0.0000	2514cm	93	160
535536.5098	4748313.9348	0.0000	2514cm	93	160
535536.7972	4748313.8464	0.0000	2514cm	93	160
535536.8532	4748313.5740	0.0000	2514cm	93	160
535536.8872	4748313.2713	0.0000	2514cm	93	160
535536.9872	4748312.9844	0.0000	2514cm	93	160
535537.0359	4748312.6837	0.0000	2514cm	93	160
535537.0599	4748312.3799	0.0000	2514cm	93	160
535537.0919	4748312.0768	0.0000	2514cm	93	160
535537.1324	4748311.7749	0.0000	2514cm	93	160
535537.2097	4748311.4803	0.0000	2514cm	93	160
535537.2842	4748311.2801	0.0000	2514cm	93	160

535534.6605	4748316.3691	0.0000	2585cm	94	160
535534.8003	4748316.0990	0.0000	2585cm	94	160
535534.8943	4748315.8091	0.0000	2585cm	94	160
535535.0066	4748315.5263	0.0000	2585cm	94	160
535535.1458	4748315.2552	0.0000	2585cm	94	160
535535.2624	4748314.9748	0.0000	2585cm	94	160
535535.3815	4748314.6950	0.0000	2585cm	94	160
535535.4929	4748314.4117	0.0000	2585cm	94	160
535535.5960	4748314.1249	0.0000	2585cm	94	160
535535.7443	4748313.8594	0.0000	2585cm	94	160
535535.8708	4748313.5822	0.0000	2585cm	94	160
535536.0047	4748313.3084	0.0000	2585cm	94	160
